ID,Age,AgeCategory,Education,MaritalStatus,Income,IncomeCategory,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalSpending,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp6,AcceptedCampaign,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,TotalTransactions
9197,72,Elderly/Lansia (60+),Bachelor/Diploma,Married,39722.0,<50K,0,1,92,32,0,5,2,0,8,47,0,0,0,0,0,0,No,2,2,0,3,7
10832,67,Elderly/Lansia (60+),Bachelor/Diploma,Together,46610.0,<50K,0,0,4,288,10,30,4,10,125,467,0,0,0,0,0,0,No,1,6,1,6,14
6421,64,Elderly/Lansia (60+),Bachelor/Diploma,Together,88347.0,>70K,0,0,32,1050,178,555,77,138,118,2116,1,0,0,0,0,0,Yes,1,4,7,9,21
4207,44,Adult/Dewasa (29-44),PhD,Married,87171.0,>70K,0,0,27,1001,44,107,58,44,44,1298,0,0,1,0,1,0,Yes,1,6,7,11,25
577,49,Middle-age/Paruh baya (45-59),Master,Together,26907.0,<50K,1,1,10,9,1,7,0,3,2,22,0,0,0,0,0,0,No,2,1,0,3,6
10855,57,Middle-age/Paruh baya (45-59),Master,Single with Child,50014.0,50K-70K,1,0,9,234,14,77,19,10,42,396,0,0,0,0,0,0,No,2,4,1,8,15
3081,47,Middle-age/Paruh baya (45-59),PhD,Married,41014.0,<50K,1,0,65,7,2,6,2,0,3,20,0,0,0,0,0,0,No,1,1,0,2,4
3535,60,Elderly/Lansia (60+),Bachelor/Diploma,Single,66294.0,50K-70K,0,0,68,251,108,334,65,92,117,967,0,0,0,0,0,0,No,1,4,3,5,13
247,54,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,36715.0,<50K,1,0,16,172,10,125,21,13,16,357,0,0,0,0,0,1,Yes,6,7,2,4,19
8707,69,Elderly/Lansia (60+),Bachelor/Diploma,Married,79456.0,>70K,0,0,12,565,42,548,64,83,99,1401,0,0,0,0,0,1,Yes,1,5,6,4,16
9523,43,Adult/Dewasa (29-44),Bachelor/Diploma,Together,40479.0,<50K,1,0,95,5,0,8,2,0,0,15,0,0,0,0,0,0,No,1,0,0,3,4
6072,55,Middle-age/Paruh baya (45-59),Master,Single,75345.0,>70K,0,0,16,918,57,842,99,38,133,2087,1,0,0,0,0,1,Yes,1,5,8,6,20
6295,48,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,54233.0,50K-70K,0,1,46,652,8,158,21,0,142,981,0,0,0,0,0,0,No,4,11,6,5,26
10914,55,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,24163.0,<50K,1,1,3,4,1,7,2,1,2,17,0,0,0,0,0,0,No,2,1,0,3,6
1509,67,Elderly/Lansia (60+),PhD,Together,84460.0,>70K,0,0,80,152,27,103,106,54,81,523,1,1,0,1,1,1,Yes,0,9,9,4,22
5577,42,Adult/Dewasa (29-44),Bachelor/Diploma,Together,43776.0,<50K,1,0,77,8,0,9,2,1,3,23,0,0,0,0,0,0,No,1,1,0,2,4
7348,67,Elderly/Lansia (60+),PhD,Single,71691.0,>70K,0,0,0,336,130,411,240,32,43,1192,0,0,0,0,0,1,Yes,1,4,7,5,17
1127,52,Middle-age/Paruh baya (45-59),PhD,Married,85844.0,>70K,0,0,62,938,19,843,25,95,38,1958,0,0,0,0,1,0,Yes,1,6,6,7,20
1833,51,Middle-age/Paruh baya (45-59),PhD,Single with Child,39190.0,<50K,1,0,91,68,8,18,19,8,12,133,0,0,0,0,0,0,No,2,2,1,4,9
4944,66,Elderly/Lansia (60+),Bachelor/Diploma,Together,71367.0,>70K,0,0,24,227,23,389,42,21,75,777,0,0,0,0,0,0,No,1,4,5,7,17
9080,53,Middle-age/Paruh baya (45-59),PhD,Single with Child,38578.0,<50K,1,1,2,38,4,22,3,3,3,73,0,0,0,0,0,0,No,3,3,0,3,9
6466,60,Elderly/Lansia (60+),PhD,Married,57236.0,50K-70K,1,1,22,105,0,9,2,1,4,121,0,0,0,0,0,0,No,3,2,1,4,10
9964,46,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,61825.0,50K-70K,0,1,56,162,50,100,55,30,27,424,0,0,0,0,0,0,No,1,4,2,8,15
4790,67,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,79803.0,>70K,0,1,54,574,8,216,21,16,33,868,0,0,0,0,0,0,No,1,4,3,5,13
10245,39,Adult/Dewasa (29-44),Master,Single,80910.0,>70K,0,0,71,160,80,369,67,39,41,756,0,0,0,0,0,0,No,1,3,3,8,15
1109,43,Adult/Dewasa (29-44),Master,Together,27590.0,<50K,1,0,38,6,0,5,0,0,1,12,0,0,0,0,0,0,No,1,1,0,2,4
6001,46,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,56775.0,50K-70K,0,1,62,614,35,160,58,35,35,937,0,0,0,0,0,0,No,2,5,8,10,25
5538,50,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,83829.0,>70K,0,0,78,897,161,430,186,161,27,1862,1,0,1,0,1,1,Yes,0,4,7,6,17
10552,46,Middle-age/Paruh baya (45-59),Master,Married,54210.0,50K-70K,0,1,18,70,54,109,80,9,45,367,0,0,0,0,0,0,No,2,4,1,7,14
1545,39,Adult/Dewasa (29-44),Bachelor/Diploma,Married,38508.0,<50K,1,0,95,120,19,206,25,19,54,443,0,0,0,0,0,0,No,6,7,2,5,20
7409,55,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,53187.0,50K-70K,1,0,66,211,2,30,7,7,10,267,0,0,0,0,0,0,No,2,4,1,6,13
4444,53,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,30023.0,<50K,1,0,28,11,0,16,7,6,21,61,0,0,0,0,0,0,No,1,2,0,3,6
146,65,Elderly/Lansia (60+),PhD,Single,76045.0,>70K,0,0,78,760,53,400,17,93,0,1323,1,0,0,0,0,0,Yes,1,4,5,11,21
6271,73,Elderly/Lansia (60+),PhD,Married,50870.0,50K-70K,0,1,13,53,0,8,0,0,2,63,0,0,0,0,0,0,No,1,2,0,3,6
10065,55,Middle-age/Paruh baya (45-59),Master,Married,15315.0,<50K,0,0,27,7,4,13,15,8,17,64,0,0,0,0,0,0,No,2,2,0,4,8
4741,51,Middle-age/Paruh baya (45-59),Master,Married,65463.0,50K-70K,1,0,17,391,32,70,21,32,16,562,0,0,0,1,0,0,Yes,2,6,2,9,19
246,60,Elderly/Lansia (60+),Bachelor/Diploma,Married,66480.0,50K-70K,1,1,71,199,9,57,20,21,6,312,0,0,0,0,0,0,No,7,4,1,7,19
375,71,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,76773.0,>70K,0,0,79,516,56,449,86,33,16,1156,0,0,0,0,0,0,No,1,2,2,11,16
1524,42,Adult/Dewasa (29-44),Master,Single,81698.0,>70K,0,0,1,709,45,115,30,160,45,1104,1,0,0,0,0,1,Yes,1,8,2,5,16
10022,52,Middle-age/Paruh baya (45-59),PhD,Single with Child,54466.0,50K-70K,1,1,78,12,0,4,0,0,0,16,0,0,0,0,0,0,No,1,1,0,2,4
7451,65,Elderly/Lansia (60+),Master,Single,98777.0,>70K,0,0,23,1000,19,711,125,115,38,2008,0,0,0,1,0,0,Yes,0,4,6,9,19
11010,41,Adult/Dewasa (29-44),PhD,Single with Child,16269.0,<50K,1,0,75,19,3,18,3,1,0,44,0,0,0,0,0,0,No,3,3,0,3,9
4356,54,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,71819.0,>70K,0,1,70,1224,28,140,0,14,168,1574,0,0,0,1,1,0,Yes,3,3,3,5,14
3885,42,Adult/Dewasa (29-44),PhD,Married,33569.0,<50K,1,0,10,16,2,18,3,0,24,63,0,0,1,0,0,1,Yes,1,1,1,2,5
1175,42,Adult/Dewasa (29-44),Master,Married,36262.0,<50K,0,0,24,88,39,54,64,28,153,426,0,0,1,0,0,1,Yes,1,3,5,3,12
880,59,Middle-age/Paruh baya (45-59),HighSchool,Together,22634.0,<50K,0,0,47,2,23,11,8,6,46,96,0,0,0,0,0,0,No,1,2,1,2,6
2320,47,Middle-age/Paruh baya (45-59),Master,Married,47025.0,<50K,0,1,98,508,11,59,23,5,29,635,0,0,0,0,0,0,No,5,11,1,6,23
850,57,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,70566.0,>70K,0,1,4,381,28,215,84,28,21,757,0,0,0,0,0,0,No,2,6,5,9,22
4713,46,Middle-age/Paruh baya (45-59),PhD,Married,31605.0,<50K,1,0,15,74,0,42,2,1,6,125,0,0,0,0,0,0,No,2,2,1,4,9
675,52,Middle-age/Paruh baya (45-59),Master,Divorced,52034.0,50K-70K,1,1,67,146,0,93,7,13,73,332,0,0,0,0,0,0,No,5,4,2,5,16
5025,46,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,48526.0,<50K,1,0,32,23,17,23,43,20,9,135,0,0,0,0,0,0,No,1,2,1,4,8
2308,71,Elderly/Lansia (60+),Bachelor/Diploma,Married,46734.0,<50K,0,1,40,110,5,137,26,23,29,330,0,0,0,0,0,0,No,2,6,1,5,14
5995,63,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,39552.0,<50K,1,1,54,165,3,147,4,24,41,384,0,0,0,0,0,1,Yes,7,6,2,5,20
6749,59,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,86358.0,>70K,1,1,78,957,47,494,82,47,95,1722,0,0,0,0,0,0,No,4,5,3,6,18
1010,48,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,46931.0,<50K,2,1,94,41,0,17,3,1,16,78,0,0,0,0,0,0,No,2,1,1,3,7
8977,40,Adult/Dewasa (29-44),HighSchool,Single,16581.0,<50K,0,0,51,1,3,4,2,3,11,24,0,0,0,0,0,0,No,1,0,0,3,4
4756,73,Elderly/Lansia (60+),Master,Divorced,63998.0,50K-70K,0,0,42,176,29,818,0,33,112,1168,0,0,0,0,0,1,Yes,1,7,6,11,25
3412,74,Elderly/Lansia (60+),Master,Married,67381.0,50K-70K,0,1,67,815,8,53,11,0,70,957,0,0,0,1,0,0,Yes,4,2,2,9,17
606,58,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,25930.0,<50K,1,1,87,6,1,2,2,0,4,15,0,0,0,0,0,0,No,1,1,0,2,4
5961,47,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,42693.0,<50K,1,0,29,8,4,20,6,3,16,57,0,0,0,0,0,0,No,1,1,0,3,5
2975,49,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,85606.0,>70K,0,1,89,717,42,864,219,30,84,1956,1,0,0,0,0,0,Yes,2,6,7,9,24
2894,40,Adult/Dewasa (29-44),Bachelor/Diploma,Single,72903.0,>70K,0,0,74,1067,138,750,0,19,39,2013,1,0,0,1,1,1,Yes,1,7,5,8,21
7613,51,Middle-age/Paruh baya (45-59),Master,Together,49669.0,<50K,1,0,97,166,5,107,11,8,29,326,0,0,0,0,0,0,No,2,5,1,6,14
10542,57,Middle-age/Paruh baya (45-59),PhD,Married,36778.0,<50K,1,1,63,29,4,34,2,4,4,77,0,0,0,0,0,0,No,3,3,0,3,9
8015,63,Elderly/Lansia (60+),PhD,Divorced,85696.0,>70K,0,0,88,714,76,395,116,0,12,1313,0,0,0,0,0,1,Yes,1,4,6,9,20
10617,36,Adult/Dewasa (29-44),Master,Divorced,10979.0,<50K,0,0,34,8,4,10,2,2,4,30,0,0,0,0,0,0,No,2,3,0,3,8
11166,64,Elderly/Lansia (60+),Bachelor/Diploma,Married,49678.0,<50K,0,1,81,229,5,56,3,2,20,315,0,0,0,0,0,0,No,2,6,2,4,14
849,72,Elderly/Lansia (60+),Master,Together,56129.0,50K-70K,0,1,65,320,48,133,39,72,48,660,0,0,0,0,0,0,No,4,6,2,10,22
523,36,Adult/Dewasa (29-44),Bachelor/Diploma,Married,37155.0,<50K,1,0,51,23,0,26,7,15,3,74,0,0,0,0,0,0,No,1,2,0,4,7
4066,47,Middle-age/Paruh baya (45-59),Master,Divorced,21282.0,<50K,1,0,76,1,5,8,4,8,20,46,0,0,0,0,0,0,No,2,2,1,2,7
8414,63,Elderly/Lansia (60+),PhD,Single with Child,33419.0,<50K,0,1,76,56,0,12,0,0,18,86,0,0,0,0,0,0,No,2,2,0,4,8
819,80,Elderly/Lansia (60+),Bachelor/Diploma,Widow,63285.0,50K-70K,0,0,84,508,124,249,50,38,134,1103,0,0,0,0,0,0,No,1,6,5,13,25
4961,51,Middle-age/Paruh baya (45-59),Master,Together,21255.0,<50K,1,0,56,29,0,25,2,2,3,61,0,0,0,0,0,0,No,4,2,1,4,11
749,44,Adult/Dewasa (29-44),Bachelor/Diploma,Together,42162.0,<50K,1,0,31,46,7,59,2,4,27,145,0,0,1,0,0,1,Yes,2,3,1,3,9
5430,69,Elderly/Lansia (60+),Bachelor/Diploma,Together,54450.0,50K-70K,1,1,0,454,0,171,8,19,32,684,0,0,0,0,0,0,No,12,9,2,8,31
7755,71,Elderly/Lansia (60+),PhD,Married,57744.0,50K-70K,0,1,91,350,3,39,0,0,19,411,0,0,0,0,0,0,No,2,9,1,4,16
10525,39,Adult/Dewasa (29-44),Bachelor/Diploma,Single with Child,26576.0,<50K,1,0,40,10,0,8,0,0,9,27,0,0,1,0,0,1,Yes,1,1,0,2,4
1453,82,Elderly/Lansia (60+),PhD,Widow,57513.0,50K-70K,0,0,59,735,40,183,52,20,30,1060,0,0,0,0,0,0,No,2,9,3,13,27
8310,61,Elderly/Lansia (60+),Bachelor/Diploma,Together,68142.0,50K-70K,0,1,96,897,126,196,91,112,37,1459,0,0,0,0,0,0,No,3,10,4,7,24
10710,46,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,7500.0,<50K,0,1,61,5,2,3,3,0,5,18,0,0,0,0,0,0,No,1,1,0,2,4
5031,51,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,83145.0,>70K,0,0,14,777,35,731,39,137,114,1833,0,0,0,0,1,1,Yes,1,5,9,11,26
2613,65,Elderly/Lansia (60+),Master,Married,54197.0,50K-70K,0,1,16,162,6,37,6,13,13,237,0,0,0,0,0,0,No,2,1,3,6,12
213,62,Elderly/Lansia (60+),PhD,Single with Child,23091.0,<50K,1,1,98,35,0,11,0,0,2,48,0,0,0,0,0,0,No,4,2,1,3,10
967,49,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,46049.0,<50K,1,1,11,342,9,112,19,14,19,515,0,0,0,0,0,1,Yes,10,5,2,9,26
1077,51,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,56715.0,50K-70K,0,0,52,258,105,239,237,172,9,1020,0,0,0,0,0,0,No,1,7,3,4,15
7959,64,Elderly/Lansia (60+),Bachelor/Diploma,Married,79410.0,>70K,0,0,19,658,80,483,123,13,13,1370,0,0,0,0,0,0,No,1,3,2,5,11
640,74,Elderly/Lansia (60+),Bachelor/Diploma,Married,57304.0,50K-70K,0,1,61,356,80,329,138,17,106,1026,0,0,0,0,0,0,No,2,7,6,10,25
4252,60,Elderly/Lansia (60+),Bachelor/Diploma,Married,44375.0,<50K,0,1,73,213,5,28,7,7,41,301,0,0,0,0,0,0,No,1,4,1,6,12
8432,69,Elderly/Lansia (60+),Bachelor/Diploma,Together,54450.0,50K-70K,1,1,0,454,0,171,8,19,32,684,0,0,0,0,0,0,No,12,9,2,8,31
6218,60,Elderly/Lansia (60+),Bachelor/Diploma,Married,59594.0,50K-70K,0,1,74,457,4,29,0,0,9,499,0,0,0,1,0,0,Yes,1,8,1,7,17
6905,31,Adult/Dewasa (29-44),Bachelor/Diploma,Together,80685.0,>70K,0,0,55,241,45,604,34,26,54,1004,0,0,0,0,0,0,No,1,6,4,10,21
5922,51,Middle-age/Paruh baya (45-59),PhD,Married,40344.0,<50K,0,1,48,210,0,6,0,0,2,218,0,0,0,0,0,0,No,2,4,1,5,12
3598,53,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,62710.0,50K-70K,0,1,53,441,35,83,7,29,11,606,0,0,0,0,0,0,No,4,4,2,12,22
6116,57,Middle-age/Paruh baya (45-59),Master,Married,48985.0,<50K,0,1,13,19,13,18,10,7,8,75,0,0,0,0,0,0,No,1,1,1,3,6
6263,57,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,35322.0,<50K,1,2,34,28,9,37,12,7,13,106,0,0,0,0,0,0,No,3,2,0,4,9
10486,77,Elderly/Lansia (60+),Bachelor/Diploma,Married,77142.0,>70K,0,0,54,476,75,162,29,151,97,990,0,0,0,0,0,0,No,1,4,4,8,17
2410,56,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single,81657.0,>70K,0,0,69,364,40,425,158,60,50,1097,0,0,0,0,0,0,No,1,3,4,8,16
193,29,Adult/Dewasa (29-44),HighSchool,Married,14421.0,<50K,0,0,81,0,0,2,3,3,8,16,0,0,1,0,0,0,Yes,1,1,0,2,4
3363,51,Middle-age/Paruh baya (45-59),Master,Married,20130.0,<50K,0,0,99,0,6,3,7,6,12,34,0,0,0,0,0,0,No,1,1,0,3,5
8278,35,Adult/Dewasa (29-44),PhD,Married,74214.0,>70K,0,0,3,863,83,547,86,99,33,1711,0,0,0,0,0,0,No,1,8,2,5,16
10660,68,Elderly/Lansia (60+),Master,Married,66726.0,50K-70K,1,1,61,349,7,35,0,0,47,438,0,0,0,1,0,0,Yes,3,8,2,4,17
8686,46,Middle-age/Paruh baya (45-59),HighSchool,Together,23724.0,<50K,1,0,65,5,23,15,0,18,14,75,0,0,0,0,0,0,No,2,2,0,3,7
1604,65,Elderly/Lansia (60+),Master,Married,47353.0,<50K,0,1,93,184,2,19,8,8,4,225,0,0,0,0,0,0,No,3,2,2,6,13
5907,73,Elderly/Lansia (60+),Master,Married,33444.0,<50K,1,1,24,8,0,8,0,0,2,18,0,0,0,0,0,0,No,1,1,0,2,4
10669,44,Adult/Dewasa (29-44),Bachelor/Diploma,Married,54386.0,50K-70K,0,1,8,277,21,64,62,21,25,470,0,0,0,0,0,0,No,2,3,2,10,17
2918,44,Adult/Dewasa (29-44),Bachelor/Diploma,Divorced,28510.0,<50K,1,1,72,44,5,19,0,4,19,91,0,0,0,0,0,0,No,3,2,0,4,9
5735,34,Adult/Dewasa (29-44),Master,Single,90638.0,>70K,0,0,29,1156,120,915,94,144,96,2525,0,0,0,0,1,0,Yes,1,3,4,10,18
359,75,Elderly/Lansia (60+),Bachelor/Diploma,Together,48070.0,<50K,0,1,33,373,14,83,6,9,19,504,0,0,0,0,0,0,No,3,8,2,6,19
8387,68,Elderly/Lansia (60+),Bachelor/Diploma,Married,43140.0,<50K,0,1,68,134,8,76,6,0,11,235,0,0,0,0,0,0,No,1,4,1,5,11
1829,64,Elderly/Lansia (60+),PhD,Divorced,54959.0,50K-70K,0,1,55,1148,0,60,0,0,24,1232,0,0,0,1,0,1,Yes,3,9,5,4,21
3839,67,Elderly/Lansia (60+),HighSchool,Single with Child,15056.0,<50K,1,1,76,6,12,3,21,6,40,88,0,0,0,0,0,0,No,5,2,2,3,12
9392,54,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,26954.0,<50K,1,0,17,4,1,11,0,0,1,17,0,0,0,0,0,0,No,1,1,0,2,4
2292,40,Adult/Dewasa (29-44),Bachelor/Diploma,Single with Child,22327.0,<50K,1,0,94,5,4,8,2,0,5,24,0,0,0,0,0,0,No,1,1,0,3,5
10466,60,Elderly/Lansia (60+),Bachelor/Diploma,Married,44393.0,<50K,1,1,86,24,2,20,2,2,10,60,0,0,0,0,0,0,No,2,1,0,4,7
9855,73,Elderly/Lansia (60+),PhD,Single with Child,62000.0,50K-70K,0,1,25,899,0,101,0,0,20,1020,1,0,0,0,0,0,Yes,1,6,6,13,26
4088,63,Elderly/Lansia (60+),PhD,Together,31497.0,<50K,0,1,22,108,1,28,13,1,4,155,0,0,0,0,0,0,No,2,3,1,4,10
5231,51,Middle-age/Paruh baya (45-59),Master,Married,45894.0,<50K,0,2,15,27,2,7,0,2,13,51,0,0,0,0,0,0,No,1,1,0,3,5
590,55,Middle-age/Paruh baya (45-59),Master,Divorced,78579.0,>70K,0,0,35,816,66,549,216,66,99,1812,0,0,0,0,0,1,Yes,1,5,6,4,16
8732,56,Middle-age/Paruh baya (45-59),Master,Widow,67369.0,50K-70K,0,1,81,1298,0,70,37,14,42,1461,0,0,0,1,1,1,Yes,4,7,4,10,25
2315,65,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,58401.0,50K-70K,0,1,55,10,0,11,17,29,29,96,0,0,0,0,0,0,No,1,1,2,2,6
3515,73,Elderly/Lansia (60+),Bachelor/Diploma,Single with Child,62307.0,50K-70K,0,1,94,87,13,34,10,6,10,160,0,0,0,0,0,0,No,1,4,0,4,9
2245,56,Middle-age/Paruh baya (45-59),Master,Married,43641.0,<50K,1,1,50,57,2,51,4,2,23,139,0,0,0,0,0,0,No,3,2,1,4,10
6283,57,Middle-age/Paruh baya (45-59),Master,Divorced,63841.0,50K-70K,0,1,64,635,15,100,20,7,131,908,0,0,0,0,0,0,No,1,9,3,9,22
2246,60,Elderly/Lansia (60+),Master,Married,46891.0,<50K,0,1,91,43,12,23,29,15,61,183,0,0,0,0,0,0,No,1,2,1,4,8
6606,56,Middle-age/Paruh baya (45-59),Master,Married,70091.0,>70K,1,0,11,964,34,137,15,0,11,1161,0,0,0,1,0,0,Yes,2,5,2,10,19
5545,53,Middle-age/Paruh baya (45-59),PhD,Married,78075.0,>70K,0,0,72,572,8,259,34,35,80,988,0,0,0,0,0,0,No,1,3,5,5,14
7342,64,Elderly/Lansia (60+),Master,Widow,59184.0,50K-70K,0,1,6,341,142,113,259,151,66,1072,0,0,0,0,0,0,No,3,6,6,12,27
837,48,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,54809.0,50K-70K,1,1,0,63,6,57,13,13,22,174,0,0,0,0,0,0,No,4,2,1,5,12
9500,66,Elderly/Lansia (60+),Bachelor/Diploma,Married,58113.0,50K-70K,0,1,66,221,104,169,102,78,84,758,0,0,0,0,0,0,No,3,9,2,8,22
3602,67,Elderly/Lansia (60+),Master,Married,51412.0,50K-70K,0,1,42,140,3,29,4,5,14,195,0,0,0,0,0,0,No,2,3,2,4,11
234,46,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,15287.0,<50K,1,0,60,1,2,8,4,3,13,31,0,0,1,0,0,1,Yes,2,1,1,2,6
2995,68,Elderly/Lansia (60+),Master,Together,66636.0,50K-70K,0,0,64,291,10,689,84,10,0,1084,0,0,0,0,0,0,No,1,3,4,9,17
1118,69,Elderly/Lansia (60+),Master,Married,50965.0,50K-70K,0,1,87,544,13,85,8,6,29,685,0,0,1,0,0,0,Yes,3,10,4,5,22
7789,60,Elderly/Lansia (60+),PhD,Married,84618.0,>70K,0,0,96,684,100,801,21,66,0,1672,0,0,0,0,1,0,Yes,1,6,9,10,26
3068,35,Adult/Dewasa (29-44),Bachelor/Diploma,Married,18351.0,<50K,0,0,1,1,12,9,0,14,7,43,0,0,0,0,0,0,No,1,2,0,3,6
8955,68,Elderly/Lansia (60+),PhD,Together,40451.0,<50K,0,2,54,35,0,4,0,0,10,49,0,0,1,0,0,0,Yes,1,1,1,2,5
945,60,Elderly/Lansia (60+),Bachelor/Diploma,Together,36317.0,<50K,0,1,53,87,3,25,3,2,13,133,0,0,0,0,0,0,No,2,3,0,4,9
5644,68,Elderly/Lansia (60+),Bachelor/Diploma,Together,42213.0,<50K,0,1,96,309,3,24,4,3,20,363,0,0,0,1,0,0,Yes,2,5,1,7,15
7192,70,Elderly/Lansia (60+),Bachelor/Diploma,Together,65748.0,50K-70K,0,1,58,172,73,93,95,78,34,545,0,0,0,0,0,0,No,2,2,4,10,18
2324,53,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,77044.0,>70K,0,1,12,625,38,242,50,34,76,1065,0,0,1,0,0,0,Yes,2,7,11,11,31
697,56,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,74918.0,>70K,0,0,78,972,59,913,25,19,59,2047,0,0,0,0,1,0,Yes,1,5,9,6,21
3439,53,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,56721.0,50K-70K,1,1,64,157,6,39,6,13,75,296,0,0,0,0,0,0,No,5,4,1,5,15
1506,50,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,42160.0,<50K,1,1,26,48,9,45,3,15,20,140,0,0,0,0,0,1,Yes,4,2,1,4,11
232,60,Elderly/Lansia (60+),Bachelor/Diploma,Single with Child,61559.0,50K-70K,0,1,8,279,83,88,32,14,34,530,0,0,0,0,0,0,No,1,4,2,10,17
8876,62,Elderly/Lansia (60+),PhD,Together,33629.0,<50K,1,1,49,132,0,16,0,0,4,152,0,0,0,0,0,0,No,5,3,1,4,13
4500,34,Adult/Dewasa (29-44),PhD,Together,68682.0,50K-70K,0,0,56,919,0,505,99,30,45,1598,0,0,0,0,0,0,No,1,4,9,10,24
9739,62,Elderly/Lansia (60+),Bachelor/Diploma,Single with Child,34377.0,<50K,0,1,55,62,0,22,3,1,26,114,0,0,0,0,0,0,No,2,2,2,2,8
10395,39,Adult/Dewasa (29-44),HighSchool,Single with Child,8940.0,<50K,1,0,25,1,45,3,4,6,42,101,0,0,0,0,0,0,No,3,3,1,3,10
1176,52,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,26228.0,<50K,1,0,50,2,6,4,3,1,9,25,0,0,0,0,0,0,No,1,1,0,2,4
1627,68,Elderly/Lansia (60+),Master,Divorced,77297.0,>70K,0,0,84,408,61,109,48,122,41,789,1,0,0,0,0,0,Yes,1,5,7,9,22
938,44,Adult/Dewasa (29-44),Bachelor/Diploma,Married,40211.0,<50K,1,1,30,51,1,7,2,1,25,87,0,0,1,0,0,0,Yes,2,2,1,2,7
2740,67,Elderly/Lansia (60+),PhD,Widow,33438.0,<50K,1,1,81,62,1,16,3,2,6,90,0,0,0,0,0,0,No,4,2,1,4,11
257,66,Elderly/Lansia (60+),PhD,Married,75032.0,>70K,0,1,74,952,12,180,47,12,12,1215,0,0,0,0,0,0,No,2,5,4,9,20
4058,70,Elderly/Lansia (60+),PhD,Single,61284.0,50K-70K,0,0,76,618,15,106,20,7,45,811,0,0,0,1,0,0,Yes,1,11,2,8,22
7736,39,Adult/Dewasa (29-44),Bachelor/Diploma,Married,22518.0,<50K,1,0,36,11,7,12,2,2,27,61,0,0,1,0,0,1,Yes,2,2,1,2,7
8210,50,Middle-age/Paruh baya (45-59),Master,Married,54730.0,50K-70K,0,1,64,318,3,17,4,7,56,405,0,0,0,0,0,0,No,5,4,1,8,18
833,70,Elderly/Lansia (60+),Master,Married,38452.0,<50K,1,1,62,56,0,14,0,0,2,72,0,0,0,0,0,0,No,3,3,0,3,9
6230,54,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,44421.0,<50K,1,1,53,110,5,59,7,1,7,189,0,0,0,0,0,0,No,5,5,0,4,14
7325,39,Adult/Dewasa (29-44),PhD,Together,38197.0,<50K,1,0,86,23,0,11,2,1,3,40,0,0,0,0,0,0,No,1,1,0,3,5
1307,47,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,41986.0,<50K,0,1,15,27,5,8,8,3,12,63,0,0,0,0,0,0,No,3,3,0,4,10
1502,42,Adult/Dewasa (29-44),Bachelor/Diploma,Together,28427.0,<50K,1,0,67,18,3,19,3,3,6,52,0,0,0,0,0,0,No,2,2,0,3,7
6211,49,Middle-age/Paruh baya (45-59),PhD,Together,37395.0,<50K,1,0,47,18,0,9,0,1,11,39,0,0,0,0,0,0,No,1,1,0,3,5
